epoch,loss,psnr,ssim,nrmse
1,0.01477867915327179,31.31055401713241,0.9130000201851076,0.13494411546611682
2,0.013193963942567593,32.43391618065628,0.9265592692128045,0.11916632803128446
3,0.012981258902762985,32.582026852678155,0.9287788449877474,0.1171089197650564
4,0.012456793109244057,32.940238303560314,0.9336223545308838,0.11218377251180102
5,0.012138084900276415,33.25177116129835,0.9354279584620109,0.10861191024289109
6,0.012350841207783026,33.11953810395711,0.9325702239279138,0.11000531880065399
7,0.011818857763990246,33.47333335185485,0.9392793074916945,0.10621117433197544
8,0.011841186445912925,33.45068371436048,0.9387125120150086,0.10607856044972999
9,0.011394472347154957,33.81301065020227,0.9430882063615365,0.10203051966655326
10,0.011379408305671452,33.82130611263373,0.9430713959824442,0.10173561495968914
11,0.010934938061661247,34.2117573769418,0.9467193164940795,0.09766513753012185
12,0.010914342917084437,34.20520363750803,0.9469594146570989,0.09759510057046303
13,0.010991878550628135,34.14889378755565,0.9465930841941048,0.09812313116003661
14,0.010975216432667242,34.12082114094245,0.9465275113945298,0.0983524462125969
15,0.010807795094422482,34.299364696962066,0.9480456542456425,0.09651423059079223
16,0.010825919115851665,34.286585881941114,0.9475263627400242,0.09681599327993787
17,0.010845961868120679,34.26014987345957,0.9476232030104741,0.09709207298944345
18,0.010785931516599295,34.313793409053126,0.9481799027845182,0.09638134603395433
19,0.010812679217357573,34.28734828712592,0.9477750209755298,0.09674499142257768
20,0.010719562276940922,34.35838581375385,0.948772009648825,0.09591888561382132
21,0.01062438382991943,34.46229335123452,0.9495076547621291,0.09495132493299627
22,0.010604154638111077,34.474355064665204,0.949742909600664,0.0947828205716858
23,0.010627330001443624,34.42640737903372,0.9496807380004937,0.09504793917884312
24,0.010675811067480466,34.39227432490312,0.9493411709058875,0.09553911504566108
25,0.010645459479941376,34.41844133861807,0.9494806393209648,0.095360704730552
26,0.010649414223233431,34.42908271695162,0.9495210033494011,0.09531802245050902
27,0.010676937757445307,34.40558302636173,0.9492216544782724,0.09550204568597152
28,0.0106572667706822,34.421380688685545,0.9496135884340174,0.09545848745674432
29,0.010727484356451393,34.34755813840452,0.9491260510434756,0.0961301140424415
30,0.010628487009169726,34.42979642647037,0.9498864921130215,0.09526282500469954
31,0.010553566920410457,34.49927886480752,0.9503168670994199,0.09456500882563727
32,0.010531812650954415,34.53535989365509,0.9504721661956751,0.09426945385537548
33,0.010585625225613857,34.48733014721101,0.9500393592281043,0.09475927539096088
34,0.010565052095575836,34.481447008464635,0.950250659277302,0.09466359723151496
35,0.010583891869715319,34.46936357512971,0.9501479223552086,0.09493950280320479
36,0.010638929967736376,34.431164436903096,0.9497142878743403,0.09531071341771903
37,0.010638049903229392,34.42183257719024,0.9496877971786848,0.09540419739230255
38,0.01056105485988845,34.49625409364419,0.9503355086961549,0.0945981736105615
39,0.010596008436625887,34.451481452742875,0.9501377501712923,0.09496204789526431
40,0.010614517718906803,34.43548380026171,0.9499548237293978,0.09527183715030745
41,0.010619208210244261,34.448306201265204,0.949883814200311,0.09520112458097325
42,0.010587726588810568,34.45431571072494,0.9502036337255306,0.09500443971109594
43,0.010669271012864493,34.410727761370055,0.9494618122600759,0.09564048045854479
44,0.010585974770244854,34.47696508981695,0.9500910659860287,0.09488886125052391
45,0.0106527596182222,34.4173255160751,0.9496941501606665,0.095535615276147
46,0.010559223376310848,34.49836253465439,0.950318638990975,0.09469453918370795
47,0.01063896746230151,34.4290539932752,0.9496756170554247,0.09551619615381235
48,0.010666668997949054,34.41441507496817,0.9495339045093873,0.09560933884612165
49,0.01057827219623944,34.479910259140354,0.9502534475096981,0.0948516311815647
50,0.010561458841126798,34.493514985114146,0.9503530105385837,0.09472921975015065
